PROJ_NAME	PROJ_LOC	LOCA_ID	LOCA_TYPE	LOCA_FDEO	LOCA_GL	LOCA_NATE	LOCA_NATN	PROJ_ID	GEOL_TOP	GEOL_SUW	GEOL_TOP	GEOL_SUW	GEOL_SUW_LE	GEOL_SUW_BE	GEOL_SUW_HE	GEOL_SU	GEOL_SU	GEOL_SU_LE	GEOL_SU_BE	GEOL_SU_HE	GEOL_SU_LE	GEOL_SU_BE	GEOL_SU_HE	LOCA_ID	SCPT_DPTH	SCPT_RES	SCPT_FRES	SCPT_PWP2	SCPT_QT	SCPT_BDEN	SCPT_CPO	SCPT_CPOD	SCPT_QNET	LOCA_ID	IVAN_DPTH	IVAN_TYPE	IVAN_IVAN	IVAN_IVAR	LOCA_ID	IDEN_DPTH	IDEN_MC	LOCA_ID	SPEC_DPTH	TRIT_CU	LOCA_ID	SPEC_DPTH	LLPL_LL	LLPL_PL	LLPL_PI
x	x	x	x	ft	ft	ft	ft	x	ft	pcf	m	kN/m3	kN/m3	kN/m3	kN/m3	psf	kPa	psf	psf	psf	kPa	kPa	kPa	x	m	MPa	MPa	kPa	MPa	pcf	kPa	kPa	kPa	x	x	x	ksf	ksf	x	ft	%	x	ft	kPa	x	ft	%	%	%
PROJ_NAME_x	PROJ_LOC_x	LOCA_ID_x	LOCA_TYPE_x	LOCA_FDEO_ft	LOCA_GL_ft	LOCA_NATE_ft	LOCA_NATN_ft	PROJ_ID_x	GEOL_TOP_ft	GEOL_SUW_pcf	GEOL_TOP_m	GEOL_SUW_kN/m3	GEOL_SUW_LE_kN/m3	GEOL_SUW_BE_kN/m3	GEOL_SUW_HE_kN/m3	GEOL_SU_psf	GEOL_SU_kPa	GEOL_SU_LE_psf	GEOL_SU_BE_psf	GEOL_SU_HE_psf	GEOL_SU_LE_kPa	GEOL_SU_BE_kPa	GEOL_SU_HE_kPa	LOCA_ID_x	SCPT_DPTH_m	SCPT_RES_MPa	SCPT_FRES_MPa	SCPT_PWP2_kPa	SCPT_QT_MPa	SCPT_BDEN_pcf	SCPT_CPO_kPa	SCPT_CPOD_kPa	SCPT_QNET_kPa	LOCA_ID_x	IVAN_DPTH_x	IVAN_TYPE_x	IVAN_IVAN_ksf	IVAN_IVAR_ksf	LOCA_ID_x	IDEN_DPTH_ft	IDEN_MC_%	LOCA_ID_x	SPEC_DPTH_ft	TRIT_CU_kPa	LOCA_ID_x	SPEC_DPTH_ft	LLPL_LL_%	LLPL_PL_%	LLPL_PI_%
																								CPT-71S	19.7	0.74			0.85			181.07	668.93																
																								CPT-71S	19.71	0.75			0.85			181.14	668.86																
																								CPT-71S	19.72	0.75			0.85			181.22	668.78																
																								CPT-71S	19.73	0.75			0.86			181.29	678.71																
																								CPT-71S	19.73	0.76			0.86			181.36	678.64																
																								CPT-71S	19.74	0.76			0.86			181.44	678.56																
																								CPT-71S	19.75	0.76			0.86			181.51	678.49																
																								CPT-71S	19.76	0.76			0.86			181.59	678.41																
																								CPT-71S	19.77	0.75			0.86			181.66	678.34																
																								CPT-71S	19.77	0.76			0.86			181.73	678.27																
																								CPT-71S	19.78	0.76			0.86			181.81	678.19																
																								CPT-71S	19.79	0.76			0.86			181.89	678.11																
																								CPT-71S	19.8	0.76			0.87			181.96	688.04																
																								CPT-71S	19.81	0.76			0.87			182.04	687.96																
																								CPT-71S	19.82	0.76			0.87			182.11	687.89																
																								CPT-71S	19.82	0.76			0.87			182.18	687.82																
																								CPT-71S	19.83	0.76			0.87			182.26	687.74																
																								CPT-71S	19.84	0.77			0.87			182.33	687.67																
																								CPT-71S	19.85	0.77			0.87			182.4	687.6																
																								CPT-71S	19.86	0.77			0.87			182.48	687.52																
																								CPT-71S	19.86	0.77			0.87			182.55	687.45																
																								CPT-71S	19.87	0.76			0.87			182.62	687.38																
																								CPT-71S	19.88	0.76			0.87			182.7	687.3																
																								CPT-71S	19.89	0.76			0.87			182.77	687.23																
																								CPT-71S	19.9	0.76			0.87			182.85	687.15																
																								CPT-71S	19.91	0.76			0.87			182.93	687.07																
																								CPT-71S	19.91	0.76			0.86			183	677																
																								CPT-71S	19.92	0.76			0.86			183.07	676.93																
																								CPT-71S	19.93	0.76			0.86			183.15	676.85																
																								CPT-71S	19.94	0.76			0.87			183.22	686.78																
																								CPT-71S	19.95	0.76			0.87			183.29	686.71																
																								CPT-71S	19.95	0.76			0.87			183.37	686.63																
																								CPT-71S	19.96	0.76			0.86			183.44	676.56																
																								CPT-71S	19.97	0.76			0.86			183.52	676.48																
																								CPT-71S	19.98	0.76			0.86			183.59	676.41																
																								CPT-71S	19.98	0.76			0.87			183.66	686.34																
																								CPT-71S	19.99	0.77			0.87			183.74	686.26																
																								CPT-71S	20	0.76			0.87			183.82	686.18																
																								CPT-71S	20.01	0.77			0.87			183.89	686.11																
																								CPT-71S	20.02	0.76			0.87			183.97	686.03																
																								CPT-71S	20.03	0.76			0.86			184.04	675.96																
																								CPT-71S	20.03	0.76			0.86			184.11	675.89																
																								CPT-71S	20.04	0.76			0.87			184.19	685.81																
																								CPT-71S	20.05	0.76			0.87			184.26	685.74																
																								CPT-71S	20.06	0.77			0.87			184.33	685.67																
																								CPT-71S	20.07	0.77			0.87			184.41	685.59																
																								CPT-71S	20.07	0.76			0.87			184.48	685.52																
																								CPT-71S	20.08	0.76			0.86			184.55	675.45																
																								CPT-71S	20.09	0.76			0.86			184.63	675.37																
																								CPT-71S	20.1	0.76			0.86			184.7	675.3																
																								CPT-71S	20.11	0.76			0.86			184.78	675.22																
																								CPT-71S	20.11	0.76			0.86			184.86	675.14																
																								CPT-71S	20.12	0.75			0.86			184.93	675.07																
																								CPT-71S	20.13	0.76			0.86			185	675																
																								CPT-71S	20.14	0.76			0.86			185.08	674.92																
																								CPT-71S	20.15	0.76			0.86			185.15	674.85																
																								CPT-71S	20.16	0.76			0.87			185.22	684.78																
																								CPT-71S	20.16	0.76			0.87			185.3	684.7																
																								CPT-71S	20.17	0.76			0.87			185.37	684.63																
																								CPT-71S	20.18	0.77			0.87			185.45	684.55																
																								CPT-71S	20.19	0.76			0.87			185.52	684.48																
																								CPT-71S	20.2	0.77			0.87			185.59	684.41																
																								CPT-71S	20.2	0.77			0.87			185.67	684.33																
																								CPT-71S	20.21	0.77			0.87			185.75	684.25																
																								CPT-71S	20.22	0.76			0.87			185.82	684.18																
																								CPT-71S	20.23	0.76			0.87			185.9	684.1																
																								CPT-71S	20.24	0.76			0.87			185.97	684.03																
																								CPT-71S	20.24	0.76			0.87			186.04	683.96																
																								CPT-71S	20.25	0.76			0.87			186.12	683.88																
																								CPT-71S	20.26	0.76			0.87			186.19	683.81																
																								CPT-71S	20.27	0.76			0.87			186.26	683.74																
																								CPT-71S	20.28	0.77			0.87			186.34	683.66																
																								CPT-71S	20.28	0.77			0.87			186.41	683.59																
																								CPT-71S	20.29	0.76			0.87			186.48	683.52																
																								CPT-71S	20.3	0.76			0.87			186.56	683.44																
																								CPT-71S	20.31	0.76			0.87			186.63	683.37																
																								CPT-71S	20.32	0.76			0.87			186.71	683.29																
																								CPT-71S	20.32	0.76			0.87			186.79	683.21																
																								CPT-71S	20.33	0.76			0.87			186.86	683.14																
																								CPT-71S	20.34	0.77			0.87			186.93	683.07																
																								CPT-71S	20.35	0.77			0.88			187.01	692.99																
																								CPT-71S	20.36	0.77			0.88			187.08	692.92																
																								CPT-71S	20.36	0.77			0.88			187.15	692.85																
																								CPT-71S	20.37	0.77			0.88			187.23	692.77																
																								CPT-71S	20.38	0.77			0.88			187.3	692.7																
																								CPT-71S	20.39	0.77			0.88			187.37	692.63																
																								CPT-71S	20.4	0.77			0.88			187.45	692.55																
																								CPT-71S	20.41	0.77			0.88			187.52	692.48																
																								CPT-71S	20.41	0.77			0.88			187.6	692.4																
																								CPT-71S	20.42	0.77			0.88			187.68	692.32																
																								CPT-71S	20.43	0.78			0.88			187.75	692.25																
																								CPT-71S	20.44	0.78			0.88			187.83	692.17																
																								CPT-71S	20.45	0.78			0.88			187.9	692.1																
																								CPT-71S	20.45	0.77			0.88			187.97	692.03																
																								CPT-71S	20.46	0.78			0.88			188.05	691.95																
																								CPT-71S	20.47	0.77			0.88			188.12	691.88																
																								CPT-71S	20.48	0.78			0.88			188.19	691.81																
																								CPT-71S	20.49	0.78			0.88			188.27	691.73																
																								CPT-71S	20.49	0.78			0.88			188.34	691.66																
																								CPT-71S	20.5	0.77			0.88			188.41	691.59																
																								CPT-71S	20.51	0.78			0.88			188.49	691.51																
																								CPT-71S	20.52	0.78			0.88			188.56	691.44																
																								CPT-71S	20.53	0.78			0.88			188.64	691.36																
																								CPT-71S	20.54	0.78			0.88			188.72	691.28																
																								CPT-71S	20.54	0.77			0.88			188.79	691.21																
																								CPT-71S	20.55	0.77			0.88			188.86	691.14																
																								CPT-71S	20.56	0.77			0.88			188.94	691.06																
																								CPT-71S	20.57	0.77			0.88			189.01	690.99																
																								CPT-71S	20.57	0.77			0.88			189.08	690.92																
																								CPT-71S	20.58	0.77			0.88			189.16	690.84																
																								CPT-71S	20.59	0.77			0.88			189.23	690.77																
																								CPT-71S	20.6	0.77			0.88			189.3	690.7																
																								CPT-71S	20.61	0.77			0.88			189.38	690.62																
																								CPT-71S	20.61	0.77			0.88			189.45	690.55																
																								CPT-71S	20.62	0.78			0.88			189.53	690.47																
																								CPT-71S	20.63	0.78			0.88			189.61	690.39																
																								CPT-71S	20.64	0.78			0.89			189.68	700.32																
																								CPT-71S	20.65	0.78			0.89			189.76	700.24																
																								CPT-71S	20.66	0.78			0.89			189.83	700.17																
																								CPT-71S	20.66	0.78			0.89			189.9	700.1																
																								CPT-71S	20.67	0.78			0.89			189.98	700.02																
																								CPT-71S	20.68	0.78			0.89			190.05	699.95																
																								CPT-71S	20.69	0.78			0.89			190.12	699.88																
																								CPT-71S	20.7	0.78			0.89			190.2	699.8																
																								CPT-71S	20.7	0.78			0.88			190.27	689.73																
																								CPT-71S	20.71	0.78			0.88			190.34	689.66																
																								CPT-71S	20.72	0.78			0.88			190.42	689.58																
																								CPT-71S	20.73	0.78			0.88			190.49	689.51																
																								CPT-71S	20.74	0.78			0.88			190.57	689.43																
																								CPT-71S	20.75	0.78			0.88			190.65	689.35																
																								CPT-71S	20.75	0.78			0.89			190.72	699.28																
																								CPT-71S	20.76	0.78			0.88			190.79	689.21																
																								CPT-71S	20.77	0.78			0.88			190.87	689.13																
																								CPT-71S	20.78	0.78			0.88			190.94	689.06																
																								CPT-71S	20.79	0.77			0.88			191.01	688.99																
																								CPT-71S	20.79	0.78			0.88			191.09	688.91																
																								CPT-71S	20.8	0.78			0.88			191.16	688.84																
																								CPT-71S	20.81	0.78			0.89			191.23	698.77																
																								CPT-71S	20.82	0.78			0.89			191.31	698.69																
																								CPT-71S	20.82	0.79			0.89			191.38	698.62																
																								CPT-71S	20.83	0.79			0.9			191.46	708.54																
																								CPT-71S	20.84	0.79			0.9			191.54	708.46																
																								CPT-71S	20.85	0.79			0.9			191.61	708.39																
																								CPT-71S	20.86	0.8			0.9			191.69	708.31																
																								CPT-71S	20.87	0.79			0.9			191.76	708.24																
																								CPT-71S	20.87	0.8			0.91			191.83	718.17																
																								CPT-71S	20.88	0.8			0.91			191.91	718.09																
																								CPT-71S	20.89	0.8			0.91			191.98	718.02																
																								CPT-71S	20.9	0.8			0.9			192.05	707.95																
																								CPT-71S	20.91	0.8			0.9			192.13	707.87																
																								CPT-71S	20.91	0.8			0.9			192.2	707.8																
																								CPT-71S	20.92	0.79			0.9			192.27	707.73																
																								CPT-71S	20.93	0.79			0.9			192.35	707.65																
																								CPT-71S	20.94	0.79			0.9			192.42	707.58																
																								CPT-71S	20.95	0.79			0.9			192.5	707.5																
																								CPT-71S	20.95	0.79			0.9			192.58	707.42																
																								CPT-71S	20.96	0.79			0.9			192.65	707.35																
																								CPT-71S	20.97	0.79			0.9			192.72	707.28																
																								CPT-71S	20.98	0.79			0.9			192.8	707.2																
																								CPT-71S	20.99	0.8			0.9			192.87	707.13																
																								CPT-71S	21	0.8			0.91			192.94	717.06																
																								CPT-71S	21	0.8			0.91			193.02	716.98																
																								CPT-71S	21.01	0.8			0.91			193.09	716.91																
																								CPT-71S	21.02	0.8			0.91			193.16	716.84																
																								CPT-71S	21.03	0.8			0.91			193.24	716.76																
																								CPT-71S	21.04	0.79			0.9			193.31	706.69																
																								CPT-71S	21.04	0.79			0.9			193.39	706.61																
																								CPT-71S	21.05	0.79			0.9			193.47	706.53																
																								CPT-71S	21.06	0.79			0.9			193.54	706.46																
																								CPT-71S	21.07	0.79			0.9			193.61	706.39																
																								CPT-71S	21.08	0.79			0.9			193.69	706.31																
																								CPT-71S	21.08	0.79			0.9			193.76	706.24																
																								CPT-71S	21.09	0.79			0.9			193.84	706.16																
																								CPT-71S	21.1	0.79			0.9			193.91	706.09																
																								CPT-71S	21.11	0.8			0.91			193.98	716.02																
																								CPT-71S	21.12	0.8			0.91			194.06	715.94																
																								CPT-71S	21.12	0.8			0.91			194.13	715.87																
																								CPT-71S	21.13	0.8			0.91			194.2	715.8																
																								CPT-71S	21.14	0.81			0.92			194.28	725.72																
																								CPT-71S	21.15	0.81			0.92			194.35	725.65																
																								CPT-71S	21.16	0.81			0.92			194.43	725.57																
																								CPT-71S	21.16	0.81			0.92			194.51	725.49																
																								CPT-71S	21.17	0.81			0.92			194.58	725.42																
																								CPT-71S	21.18	0.8			0.92			194.65	725.35																
																								CPT-71S	21.19	0.81			0.92			194.73	725.27																
																								CPT-71S	21.2	0.81			0.92			194.8	725.2																
																								CPT-71S	21.2	0.81			0.92			194.87	725.13																
																								CPT-71S	21.21	0.82			0.92			194.95	725.05																
																								CPT-71S	21.22	0.81			0.93			195.02	734.98																
																								CPT-71S	21.23	0.82			0.93			195.09	734.91																
																								CPT-71S	21.24	0.81			0.93			195.17	734.83																
																								CPT-71S	21.25	0.81			0.93			195.24	734.76																
																								CPT-71S	21.25	0.82			0.93			195.32	734.68																
																								CPT-71S	21.26	0.83			0.94			195.4	744.6																
																								CPT-71S	21.27	0.83			0.95			195.47	754.53																
																								CPT-71S	21.28	0.83			0.95			195.54	754.46																
																								CPT-71S	21.29	0.84			0.95			195.62	754.38																
																								CPT-71S	21.29	0.84			0.96			195.69	764.31																
																								CPT-71S	21.3	0.84			0.95			195.77	754.23																
																								CPT-71S	21.31	0.84			0.95			195.84	754.16																
																								CPT-71S	21.32	0.84			0.95			195.91	754.09																
																								CPT-71S	21.33	0.83			0.94			195.99	744.01																
																								CPT-71S	21.33	0.82			0.93			196.06	733.94																
																								CPT-71S	21.34	0.81			0.93			196.13	733.87																
																								CPT-71S	21.35	0.81			0.92			196.21	723.79																
																								CPT-71S	21.36	0.81			0.92			196.28	723.72																
																								CPT-71S	21.37	0.8			0.92			196.36	723.64																
																								CPT-71S	21.38	0.8			0.92			196.44	723.56																
																								CPT-71S	21.38	0.8			0.92			196.51	723.49																
																								CPT-71S	21.39	0.8			0.92			196.58	723.42																
																								CPT-71S	21.4	0.8			0.92			196.66	723.34																
																								CPT-71S	21.41	0.8			0.92			196.73	723.27																
																								CPT-71S	21.41	0.8			0.92			196.8	723.2																
																								CPT-71S	21.42	0.81			0.92			196.88	723.12																
																								CPT-71S	21.43	0.81			0.92			196.95	723.05																
																								CPT-71S	21.44	0.81			0.92			197.02	722.98																
																								CPT-71S	21.45	0.81			0.92			197.1	722.9																
																								CPT-71S	21.45	0.8			0.92			197.17	722.83																
																								CPT-71S	21.46	0.8			0.92			197.24	722.76																
																								CPT-71S	21.47	0.8			0.92			197.33	722.67																
																								CPT-71S	21.48	0.8			0.92			197.4	722.6																
																								CPT-71S	21.49	0.8			0.92			197.47	722.53																
																								CPT-71S	21.5	0.8			0.92			197.55	722.45																
																								CPT-71S	21.5	0.81			0.92			197.62	722.38																
																								CPT-71S	21.51	0.81			0.92			197.7	722.3																
																								CPT-71S	21.52	0.81			0.92			197.77	722.23																
																								CPT-71S	21.53	0.81			0.92			197.84	722.16																
																								CPT-71S	21.54	0.8			0.92			197.92	722.08																
																								CPT-71S	21.54	0.8			0.92			197.99	722.01																
																								CPT-71S	21.55	0.8			0.92			198.06	721.94																
																								CPT-71S	21.56	0.8			0.91			198.14	711.86																
																								CPT-71S	21.57	0.8			0.91			198.21	711.79																
																								CPT-71S	21.58	0.8			0.91			198.29	711.71																
																								CPT-71S	21.59	0.8			0.92			198.37	721.63																
																								CPT-71S	21.59	0.8			0.92			198.44	721.56																
																								CPT-71S	21.6	0.81			0.92			198.51	721.49																
																								CPT-71S	21.61	0.81			0.93			198.59	731.41																
																								CPT-71S	21.62	0.81			0.93			198.66	731.34																
																								CPT-71S	21.63	0.81			0.93			198.73	731.27																
																								CPT-71S	21.63	0.81			0.93			198.81	731.19																
																								CPT-71S	21.64	0.81			0.93			198.88	731.12																
																								CPT-71S	21.65	0.81			0.93			198.95	731.05																
																								CPT-71S	21.66	0.81			0.93			199.03	730.97																
																								CPT-71S	21.66	0.82			0.93			199.1	730.9																
																								CPT-71S	21.67	0.82			0.93			199.17	730.83																
																								CPT-71S	21.68	0.82			0.93			199.26	730.74																
																								CPT-71S	21.69	0.82			0.93			199.33	730.67																
																								CPT-71S	21.7	0.82			0.93			199.4	730.6																
																								CPT-71S	21.71	0.82			0.93			199.48	730.52																
																								CPT-71S	21.71	0.81			0.93			199.55	730.45																
																								CPT-71S	21.72	0.82			0.93			199.63	730.37																
																								CPT-71S	21.73	0.81			0.93			199.7	730.3																
																								CPT-71S	21.74	0.81			0.93			199.77	730.23																
																								CPT-71S	21.75	0.81			0.93			199.85	730.15																
																								CPT-71S	21.75	0.81			0.93			199.92	730.08																
																								CPT-71S	21.76	0.81			0.93			199.99	730.01																
																								CPT-71S	21.77	0.81			0.93			200.07	729.93																
																								CPT-71S	21.78	0.81			0.93			200.14	729.86																
																								CPT-71S	21.79	0.82			0.93			200.22	729.78																
																								CPT-71S	21.8	0.82			0.94			200.3	739.7																
																								CPT-71S	21.8	0.81			0.93			200.37	729.63																
																								CPT-71S	21.81	0.81			0.93			200.44	729.56																
																								CPT-71S	21.82	0.82			0.93			200.52	729.48																
																								CPT-71S	21.83	0.81			0.93			200.59	729.41																
																								CPT-71S	21.84	0.82			0.93			200.66	729.34																
																								CPT-71S	21.84	0.82			0.94			200.74	739.26																
																								CPT-71S	21.85	0.82			0.94			200.81	739.19																
																								CPT-71S	21.86	0.82			0.94			200.88	739.12																
																								CPT-71S	21.87	0.82			0.94			200.96	739.04																
																								CPT-71S	21.88	0.82			0.94			201.03	738.97																
																								CPT-71S	21.88	0.82			0.94			201.1	738.9																
																								CPT-71S	21.89	0.82			0.94			201.19	738.81																
																								CPT-71S	21.9	0.82			0.94			201.26	738.74																
																								CPT-71S	21.91	0.82			0.94			201.33	738.67																
																								CPT-71S	21.92	0.82			0.94			201.41	738.59																
																								CPT-71S	21.92	0.82			0.94			201.48	738.52																
																								CPT-71S	21.93	0.82			0.94			201.56	738.44																
																								CPT-71S	21.94	0.82			0.94			201.63	738.37																
																								CPT-71S	21.95	0.82			0.94			201.7	738.3																
																								CPT-71S	21.96	0.82			0.94			201.78	738.22																
																								CPT-71S	21.96	0.83			0.94			201.85	738.15																
																								CPT-71S	21.97	0.83			0.95			201.92	748.08																
																								CPT-71S	21.98	0.83			0.95			202	748																
																								CPT-71S	21.99	0.83			0.95			202.07	747.93																
																								CPT-71S	22	0.83			0.95			202.15	747.85																
																								CPT-71S	22	0.83			0.95			202.23	747.77																
																								CPT-71S	22.01	0.83			0.95			202.3	747.7																
																								CPT-71S	22.02	0.83			0.94			202.37	737.63																
																								CPT-71S	22.03	0.82			0.94			202.45	737.55																
																								CPT-71S	22.04	0.83			0.94			202.52	737.48																
																								CPT-71S	22.05	0.83			0.94			202.59	737.41																
																								CPT-71S	22.05	0.82			0.94			202.67	737.33																
																								CPT-71S	22.06	0.83			0.94			202.74	737.26																
																								CPT-71S	22.07	0.83			0.94			202.81	737.19																
																								CPT-71S	22.08	0.82			0.94			202.89	737.11																
																								CPT-71S	22.09	0.83			0.94			202.96	737.04																
																								CPT-71S	22.09	0.82			0.94			203.03	736.97																
																								CPT-71S	22.1	0.83			0.94			203.12	736.88																
																								CPT-71S	22.11	0.83			0.94			203.19	736.81																
																								CPT-71S	22.12	0.82			0.94			203.26	736.74																
																								CPT-71S	22.13	0.83			0.94			203.34	736.66																
																								CPT-71S	22.13	0.83			0.95			203.41	746.59																
																								CPT-71S	22.14	0.83			0.95			203.48	746.52																
																								CPT-71S	22.15	0.83			0.95			203.56	746.44																
																								CPT-71S	22.16	0.83			0.95			203.63	746.37																
																								CPT-71S	22.17	0.83			0.95			203.71	746.29																
																								CPT-71S	22.17	0.83			0.95			203.78	746.22																
																								CPT-71S	22.18	0.83			0.95			203.85	746.15																
																								CPT-71S	22.19	0.83			0.95			203.93	746.07																
																								CPT-71S	22.2	0.83			0.95			204	746																
																								CPT-71S	22.21	0.83			0.95			204.08	745.92																
																								CPT-71S	22.21	0.83			0.95			204.16	745.84																
																								CPT-71S	22.22	0.84			0.95			204.23	745.77																
																								CPT-71S	22.23	0.83			0.95			204.3	745.7																
																								CPT-71S	22.24	0.84			0.96			204.38	755.62																
																								CPT-71S	22.25	0.84			0.96			204.45	755.55																
																								CPT-71S	22.25	0.84			0.96			204.52	755.48																
																								CPT-71S	22.26	0.84			0.96			204.6	755.4																
																								CPT-71S	22.27	0.84			0.96			204.67	755.33																
																								CPT-71S	22.28	0.84			0.96			204.74	755.26																
																								CPT-71S	22.29	0.84			0.96			204.82	755.18																
																								CPT-71S	22.3	0.84			0.96			204.89	755.11																
																								CPT-71S	22.3	0.84			0.96			204.96	755.04																
																								CPT-71S	22.31	0.85			0.97			205.05	764.95																
																								CPT-71S	22.32	0.85			0.97			205.12	764.88																
																								CPT-71S	22.33	0.85			0.96			205.19	754.81																
																								CPT-71S	22.34	0.84			0.96			205.27	754.73																
																								CPT-71S	22.34	0.84			0.96			205.34	754.66																
																								CPT-71S	22.35	0.84			0.96			205.41	754.59																
																								CPT-71S	22.36	0.84			0.96			205.49	754.51																
																								CPT-71S	22.37	0.84			0.96			205.56	754.44																
																								CPT-71S	22.38	0.83			0.96			205.64	754.36																
																								CPT-71S	22.38	0.84			0.96			205.71	754.29																
																								CPT-71S	22.39	0.84			0.96			205.78	754.22																
																								CPT-71S	22.4	0.84			0.96			205.86	754.14																
																								CPT-71S	22.41	0.84			0.96			205.93	754.07																
																								CPT-71S	22.42	0.84			0.96			206	754																
																								CPT-71S	22.43	0.84			0.96			206.09	753.91																
																								CPT-71S	22.43	0.84			0.96			206.16	753.84																
																								CPT-71S	22.44	0.83			0.96			206.23	753.77																
																								CPT-71S	22.45	0.84			0.96			206.31	753.69																
																								CPT-71S	22.46	0.84			0.96			206.38	753.62																
																								CPT-71S	22.46	0.84			0.96			206.45	753.55																
																								CPT-71S	22.47	0.84			0.96			206.53	753.47																
																								CPT-71S	22.48	0.84			0.96			206.6	753.4																
																								CPT-71S	22.49	0.84			0.96			206.67	753.33																
																								CPT-71S	22.5	0.85			0.97			206.75	763.25																
																								CPT-71S	22.5	0.85			0.97			206.82	763.18																
																								CPT-71S	22.51	0.85			0.97			206.89	763.11																
																								CPT-71S	22.52	0.85			0.98			206.97	773.03																
																								CPT-71S	22.53	0.85			0.98			207.05	772.95																
																								CPT-71S	22.54	0.85			0.98			207.12	772.88																
																								CPT-71S	22.55	0.86			0.98			207.2	772.8																
																								CPT-71S	22.55	0.86			0.98			207.27	772.73																
																								CPT-71S	22.56	0.86			0.98			207.34	772.66																
																								CPT-71S	22.57	0.85			0.97			207.42	762.58																
																								CPT-71S	22.58	0.85			0.97			207.49	762.51																
																								CPT-71S	22.59	0.85			0.97			207.57	762.43																
																								CPT-71S	22.59	0.85			0.97			207.64	762.36																
																								CPT-71S	22.6	0.84			0.96			207.71	752.29																
																								CPT-71S	22.61	0.84			0.96			207.79	752.21																
																								CPT-71S	22.62	0.84			0.96			207.86	752.14																
																								CPT-71S	22.63	0.84			0.96			207.93	752.07																
																								CPT-71S	22.64	0.84			0.96			208.02	751.98																
																								CPT-71S	22.64	0.84			0.97			208.09	761.91																
																								CPT-71S	22.65	0.84			0.97			208.16	761.84																
																								CPT-71S	22.66	0.84			0.97			208.24	761.76																
																								CPT-71S	22.67	0.84			0.97			208.31	761.69																
																								CPT-71S	22.68	0.85			0.97			208.38	761.62																
																								CPT-71S	22.68	0.84			0.97			208.46	761.54																
																								CPT-71S	22.69	0.84			0.97			208.53	761.47																
																								CPT-71S	22.7	0.84			0.97			208.6	761.4																
																								CPT-71S	22.71	0.84			0.97			208.68	761.32																
																								CPT-71S	22.71	0.85			0.97			208.75	761.25																
																								CPT-71S	22.72	0.85			0.97			208.82	761.18																
																								CPT-71S	22.73	0.85			0.97			208.9	761.1																
																								CPT-71S	22.74	0.85			0.97			208.98	761.02																
																								CPT-71S	22.75	0.85			0.97			209.05	760.95																
																								CPT-71S	22.76	0.85			0.97			209.13	760.87																
																								CPT-71S	22.76	0.85			0.98			209.2	770.8																
																								CPT-71S	22.77	0.85			0.98			209.27	770.73																
																								CPT-71S	22.78	0.86			0.98			209.35	770.65																
																								CPT-71S	22.79	0.86			0.98			209.42	770.58																
																								CPT-71S	22.8	0.86			0.98			209.5	770.5																
																								CPT-71S	22.8	0.86			0.98			209.57	770.43																
																								CPT-71S	22.81	0.86			0.98			209.64	770.36																
																								CPT-71S	22.82	0.86			0.98			209.72	770.28																
																								CPT-71S	22.83	0.86			0.98			209.79	770.21																
																								CPT-71S	22.84	0.86			0.99			209.86	780.14																
																								CPT-71S	22.84	0.87			0.99			209.95	780.05																
																								CPT-71S	22.85	0.87			0.99			210.02	779.98																
																								CPT-71S	22.86	0.87			0.99			210.09	779.91																
																								CPT-71S	22.87	0.86			0.98			210.17	769.83																
																								CPT-71S	22.88	0.86			0.98			210.24	769.76																
																								CPT-71S	22.89	0.86			0.98			210.31	769.69																
																								CPT-71S	22.89	0.86			0.98			210.39	769.61																
																								CPT-71S	22.9	0.86			0.98			210.46	769.54																
																								CPT-71S	22.91	0.86			0.98			210.53	769.47																
																								CPT-71S	22.92	0.86			0.98			210.61	769.39																
																								CPT-71S	22.93	0.86			0.98			210.68	769.32																
																								CPT-71S	22.93	0.86			0.98			210.75	769.25																
																								CPT-71S	22.94	0.86			0.98			210.83	769.17																
																								CPT-71S	22.95	0.86			0.98			210.91	769.09																
																								CPT-71S	22.96	0.86			0.98			210.98	769.02																
																								CPT-71S	22.97	0.86			0.98			211.06	768.94																
																								CPT-71S	22.97	0.86			0.99			211.13	778.87																
																								CPT-71S	22.98	0.86			0.99			211.2	778.8																
																								CPT-71S	22.99	0.87			0.99			211.28	778.72																
																								CPT-71S	23	0.87			0.99			211.35	778.65																
																								CPT-71S	23.01	0.87			1			211.43	788.57																
																								CPT-71S	23.01	0.87			1			211.5	788.5																
																								CPT-71S	23.02	0.87			1			211.57	788.43																
																								CPT-71S	23.03	0.87			1			211.65	788.35																
																								CPT-71S	23.04	0.88			1			211.72	788.28																
																								CPT-71S	23.05	0.88			1			211.79	788.21																
																								CPT-71S	23.05	0.88			1			211.88	788.12																
																								CPT-71S	23.06	0.88			1			211.95	788.05																
																								CPT-71S	23.07	0.88			1			212.02	787.98																
																								CPT-71S	23.08	0.88			1			212.1	787.9																
																								CPT-71S	23.09	0.88			1			212.17	787.83																
																								CPT-71S	23.09	0.88			1			212.24	787.76																
																								CPT-71S	23.1	0.88			1			212.32	787.68																
																								CPT-71S	23.11	0.88			1			212.39	787.61																
																								CPT-71S	23.12	0.87			1			212.46	787.54																
																								CPT-71S	23.13	0.88			1			212.54	787.46																
																								CPT-71S	23.14	0.88			1			212.61	787.39																
																								CPT-71S	23.14	0.88			1			212.68	787.32																
